Incoming_Order_A,Incoming_Order_B,Incoming_Order_D,Incoming_Order_E
81,47,22,84
46,73,91,16
38,72,16,25
81,27,54,38
48,76,51,12
55,75,28,84
62,93,30,81
84,28,19,63
62,90,98,40
46,10,99,49
24,88,68,85
73,43,38,88
90,53,73,92
19,89,87,21
52,67,64,12
95,67,79,33
61,64,94,38
59,50,80,22
15,83,90,27
58,39,96,61
69,89,68,80
23,100,54,57
97,10,58,70
27,49,48,18
71,83,17,79
34,46,24,99
19,68,27,26
33,97,31,41
40,25,77,93
52,81,84,52
31,87,84,74
76,26,29,21
83,28,61,24
81,96,32,10
75,94,55,58
34,80,65,95
29,45,92,71
19,23,23,56
46,43,12,11
17,76,98,97
69,34,65,28
96,66,26,51
78,53,53,55
20,57,78,18
11,64,44,81
40,100,71,28
100,25,84,57
38,82,77,31
77,51,57,92
75,81,43,94
62,46,70,15
43,66,93,93
28,92,79,68
99,83,85,13
15,27,82,96
31,98,55,92
38,63,31,69
92,76,79,16
74,55,73,89
34,44,62,34
24,42,24,83
90,14,84,35
82,95,43,54
13,66,86,49
90,94,60,67
63,65,93,14
51,31,74,29
71,48,68,55
13,55,60,38
40,51,49,97
18,76,29,57
72,25,15,21
46,30,12,89
53,46,76,54
36,38,66,65
81,97,66,29
14,27,24,42
35,34,26,21
63,80,49,16
81,39,24,66
64,56,38,28
76,20,75,80
12,80,81,14
33,10,92,95
13,55,79,28
55,20,58,61
100,30,42,63
11,71,61,35
50,70,78,45
10,90,91,42
65,31,69,18
26,15,64,91
74,21,99,37
24,32,86,80
85,34,59,84
28,84,57,21
42,42,43,89
30,53,38,54
83,50,65,91
54,88,75,98
89,81,91,22
21,20,91,28
55,52,27,87
80,89,50,17
99,69,34,12
71,65,69,40
26,86,10,32
79,88,14,43
16,29,74,34
79,54,26,10
85,90,50,27
60,27,29,45
54,55,10,57
95,18,23,82
10,84,42,67
10,55,63,86
32,84,27,16
56,58,16,89
59,42,68,84
43,51,99,60
36,58,84,34
28,54,58,85
82,78,40,85
38,30,68,93
54,69,70,17
83,41,66,74
65,97,22,50
47,28,72,34
26,62,75,11
46,19,23,33
54,98,44,55
100,40,83,13
35,46,56,20
25,60,48,86
30,70,47,34
29,48,56,38
16,12,97,91
43,26,64,87
35,98,34,88
90,42,44,46
81,26,58,97
19,95,93,100
87,20,53,10
19,13,42,59
75,20,98,20
62,37,83,71
17,57,10,25
92,85,30,15
89,91,20,84
86,49,100,20
43,47,41,55
30,74,98,31
100,39,56,68
84,11,90,50
13,50,97,70
43,73,18,45
83,85,45,92
58,78,88,32
32,93,21,99
82,38,16,64
33,57,96,28
10,69,20,51
31,78,95,86
100,72,98,30
69,72,83,85
30,13,96,70
72,81,88,73
72,90,70,57
68,71,72,62
16,77,84,33
32,43,32,87
89,61,66,70
76,87,81,40
25,94,19,34
37,21,75,82
61,82,30,16
85,21,54,48
28,51,20,99
19,38,83,63
44,55,34,67
93,61,75,57
33,57,49,22
19,13,64,91
15,35,45,20
42,44,60,44
13,99,29,78
63,28,15,61
71,37,74,63
51,61,70,17
77,24,51,100
55,86,41,80
73,88,18,55
30,25,98,63
77,77,35,35
55,51,55,82
74,100,17,94
50,36,24,81
56,69,34,64
13,55,86,80
54,33,30,49
22,16,73,71
22,37,40,100
49,51,77,32
62,60,22,50
41,51,68,31
24,26,98,43
77,85,44,92
97,61,54,52
76,66,24,22
17,52,72,58
86,81,69,29
16,85,89,51
49,49,23,23
94,10,41,73
33,43,43,91
21,44,42,64
79,49,52,22
94,67,93,20
39,95,65,48
31,14,47,11
26,50,77,42
97,35,70,19
62,67,63,43
88,79,39,23
38,100,57,25
15,60,25,73
51,17,96,61
28,51,89,65
57,15,39,44
58,44,64,76
36,36,24,92
37,32,17,69
12,83,11,43
48,68,66,33
39,69,77,53
66,36,35,96
88,35,45,77
54,88,74,35
17,88,94,88
94,77,35,60
83,93,36,37
43,93,29,40
40,68,13,90
95,11,94,41
44,14,62,19
67,69,31,20
99,46,33,14
13,20,34,87
38,43,70,19
31,71,85,58
93,45,65,36
60,34,77,29
14,97,93,60
78,11,87,73
72,87,36,21
70,57,83,92
96,62,83,14
89,83,80,14
78,100,27,96
30,52,70,30
22,96,37,23
30,51,17,40
28,22,81,26
61,53,33,18
70,40,84,70
57,51,84,87
15,65,48,96
43,53,80,73
98,65,22,69
73,64,40,75
43,31,44,73
71,35,90,26
34,14,72,71
17,87,16,87
58,61,55,34
36,35,76,72
53,61,37,14
92,91,14,45
69,34,94,65
75,77,67,26
19,50,30,99
53,49,33,86
46,73,58,76
68,14,49,52
36,52,81,67
44,70,39,56
99,70,58,24
20,48,65,92
28,44,45,81
31,38,44,58
73,65,77,89
74,13,84,79
81,11,87,18
44,92,32,17
87,77,63,71
73,70,84,95
74,50,29,57
84,45,59,57
67,87,34,23
48,41,97,77
12,86,86,70
64,81,80,43
61,74,14,20
64,35,43,17
39,55,32,71
60,58,13,58
25,41,55,72
69,20,92,33
16,15,71,16
89,94,64,25
29,12,86,41
36,92,93,38
90,74,18,13
90,38,23,86
86,53,22,57
39,53,21,40
92,30,25,78
80,44,36,59
69,76,82,86
91,53,58,16
81,57,49,11
48,49,46,86
39,43,32,15
45,30,75,17
15,64,14,46
43,45,21,24
42,48,28,59
88,96,65,40
90,40,11,71
97,40,93,28
39,69,33,84
73,22,96,44
67,50,27,15
32,46,37,65
89,70,69,59
29,65,41,43
78,90,75,89
23,28,37,46
19,17,59,17
75,58,71,98
57,42,57,85
50,36,64,68
80,65,81,96
42,35,11,90
87,87,75,74
97,95,96,26
99,27,78,15
35,73,95,51
47,84,85,97
75,65,24,76
91,21,95,73
74,95,36,18
78,35,76,29
90,76,85,57
43,39,32,62
59,99,13,81
58,63,57,18
68,59,83,19
91,30,79,13
64,96,87,58
98,85,31,81
76,29,53,86
47,52,68,27
62,73,59,64
93,95,63,39
66,73,30,10
74,82,65,45
70,46,72,97
40,75,96,89
28,59,71,71
47,60,71,43
23,72,32,10
85,82,65,19
74,57,31,44
46,19,50,66
25,50,82,88
89,34,64,21
68,96,35,10
100,61,19,66
19,50,89,84
32,59,69,22
17,51,24,32
77,42,46,70
24,100,18,36
90,90,33,74
54,30,72,48
57,47,47,61
13,17,31,87
65,88,99,64
30,13,91,12
29,38,77,86
91,34,75,91
90,84,50,82
10,97,49,99
85,93,48,15
92,16,92,78
56,27,33,19
69,56,38,82
79,55,75,38
72,79,42,68
51,50,15,63
62,43,60,22
62,60,16,13
86,36,61,52
31,42,50,41
78,39,95,42
83,87,51,25
82,34,82,54
83,17,96,56
85,49,100,94
47,81,12,87
66,80,85,62
78,28,81,80
80,59,94,26
97,13,16,79
98,80,71,19
61,79,77,36
52,30,54,71
86,63,22,69
30,87,52,45
79,11,82,92
27,55,39,76
63,44,34,69
65,51,49,31
50,75,99,68
88,95,21,66
59,47,23,25
54,78,19,48
48,53,38,41
15,46,93,95
42,60,58,22
18,95,39,14
61,69,15,44
68,93,76,66
79,44,24,89
67,63,71,27
27,17,36,54
78,16,15,26
59,83,29,74
19,100,94,90
12,30,19,35
37,25,54,16
72,25,29,93
94,66,65,60
97,79,58,15
79,86,83,32
36,74,17,34
66,34,91,91
31,99,99,46
78,50,35,16
25,73,84,80
78,65,60,97
89,62,87,33
57,93,52,41
15,67,25,51
50,53,66,44
86,79,38,37
26,31,70,70
13,82,80,40
76,19,74,57
61,92,28,86
13,66,23,18
99,68,94,51
61,15,68,35
63,14,59,22
81,25,94,16
92,33,97,32
15,15,95,16
41,68,73,97
28,39,47,50
52,32,91,79
18,16,45,21
16,68,30,74
37,41,13,76
92,41,58,63
98,44,94,69
79,81,94,59
10,13,57,57
76,68,16,16
12,11,13,72
25,63,82,59
10,51,79,86
23,57,60,41
72,39,95,46
73,77,50,17
43,58,100,35
76,96,31,93
87,59,73,70
21,75,100,94
17,13,32,27
43,67,43,17
46,31,36,82
35,36,59,37
78,27,71,62
39,47,40,37
82,93,62,81
92,16,35,25
56,29,36,61
49,34,33,38
18,36,91,51
34,31,91,35
90,18,98,17
32,46,78,41
66,88,10,69
55,83,71,84
18,53,43,44
91,32,46,46
16,35,74,94
71,35,96,56
98,16,53,86
74,75,81,20
39,83,36,71
16,96,45,46
62,74,66,60
76,16,28,65
42,78,97,88
69,73,11,68
61,65,39,47
13,23,17,92
93,53,87,76
44,54,23,66
44,53,30,72
87,38,21,12
54,74,31,73
51,87,93,87
68,81,98,32
29,82,93,44
58,52,53,38
70,46,25,77
59,50,58,80
74,20,34,19
64,73,56,45
86,72,66,46
90,54,84,84
18,76,25,61
33,78,50,10
14,26,35,71
30,78,92,52
75,57,90,97
17,66,38,100
24,50,27,63
80,95,36,64
50,80,24,86
36,65,47,39
68,71,35,93
90,36,41,66
13,26,41,60
73,99,77,78
70,98,33,61
88,37,86,55
27,99,27,79
74,66,27,26
19,41,74,52
15,89,74,88
71,18,91,78
12,32,73,96
14,78,32,57
13,64,46,74
52,78,54,61
78,38,78,47
100,98,77,30
30,61,36,68
82,100,58,65
82,17,48,32
89,98,51,66
38,44,58,87
22,85,57,80
82,98,91,99
61,12,49,66
47,80,99,51
15,46,40,35
10,49,96,55
38,34,85,65
34,74,92,60
53,56,23,51
94,32,58,88
47,80,29,88
36,45,76,74
86,69,27,59
37,24,17,78
93,94,83,11
88,24,43,64
68,53,54,57
78,64,50,45
24,93,47,33
